[detection] Anomalies.
toothbrush/test/defective/011.png@#@<p>Anomalies</p> {<31><4><69><99>}<delim>{<30><8><68><97>}<delim>{<30><5><68><87>} <p>a toothbrush</p> {<31><4><69><99>} <p>flowers</p> {<31><4><69><99>}<delim>{<30><5><68><87>}
toothbrush/test/defective/012.png@#@<p>Anomalies</p> {<32><1><68><96>}<delim>{<32><2><68><96>} <p>a toothbrush</p> {<32><2><68><96>} <p>red stains</p> {<32><2><68><96>} <p>an animal</p> {<32><2><68><96>}
toothbrush/test/defective/013.png@#@<p>Anomalies</p> {<31><2><69><98>}<delim>{<36><8><69><98>}
toothbrush/test/defective/014.png@#@<p>Anomalies</p> {<34><16><66><91>}<delim>{<34><16><66><91>}<delim>{<34><7><67><82>} <p>Anomalies</p> {<34><16><66><91>}<delim>{<34><7><67><82>}
toothbrush/test/defective/015.png@#@<p>Anomalies</p> {<34><30><69><81>}<delim>{<60><30><69><57>}
toothbrush/test/defective/016.png@#@<p>Anomalies</p> {<23><3><70><100>}<delim>{<34><10><69><89>}
toothbrush/test/defective/017.png@#@<p>Anomalies</p> {<32><14><57><94>}<delim>{<62><8><79><88>}<delim>{<35><23><50><52>}
toothbrush/test/defective/018.png@#@<p>Anomalies</p> {<31><4><69><92>}<delim>{<50><33><65><49>}
toothbrush/test/defective/019.png@#@<p>Anomalies</p> {<34><5><68><96>}<delim>{<34><4><68><96>}
toothbrush/test/defective/020.png@#@<p>Anomalies</p> {<29><5><70><94>}<delim>{<34><6><68><92>}<delim>{<40><9><64><90>}<delim>{<61><38><70><54>}
toothbrush/test/defective/021.png@#@<p>Anomalies</p> {<31><4><70><99>}<delim>{<32><12><68><95>}
toothbrush/test/defective/022.png@#@<p>Anomalies</p> {<27><4><70><96>}<delim>{<33><26><75><95>}
toothbrush/test/defective/023.png@#@<p>Anomalies</p> {<25><4><69><100>}<delim>{<36><12><69><96>}
toothbrush/test/defective/024.png@#@<p>Anomalies</p> {<32><5><70><100>}<delim>{<32><8><69><85>}
toothbrush/test/defective/025.png@#@<p>Anomalies</p> {<27><3><70><100>}<delim>{<30><3><69><99>}<delim>{<30><54><70><95>}
toothbrush/test/defective/026.png@#@<p>Anomalies</p> {<27><4><70><98>}<delim>{<26><3><71><99>}
toothbrush/test/defective/027.png@#@<p>Anomalies</p> {<32><4><69><100>}<delim>{<31><2><69><100>}
toothbrush/test/defective/028.png@#@<p>Anomalies</p> {<32><5><68><99>}<delim>{<41><9><66><94>}
toothbrush/test/defective/029.png@#@<p>Anomalies</p> {<28><4><71><99>}<delim>{<32><30><69><91>}
toothbrush/test/good/000.png@#@<p>Anomalies</p> {<31><5><70><98>}<delim>{<42><42><67><96>}<delim>{<48><57><68><96>}
toothbrush/test/good/001.png@#@<p>Anomalies</p> {<32><4><69><100>}
toothbrush/test/good/002.png@#@<p>Anomalies</p> {<32><10><67><94>}<delim>{<51><28><67><68>}<delim>{<37><27><66><93>}
toothbrush/test/good/003.png@#@<p>Anomalies</p> {<31><4><69><98>}<delim>{<37><25><68><95>}
toothbrush/test/good/004.png@#@<p>Anomalies</p> {<32><4><69><100>}<delim>{<48><11><69><95>}<delim>{<37><20><50><57>}<delim>{<51><15><67><93>}
toothbrush/test/good/005.png@#@<p>Anomalies</p> {<49><25><67><61>}<delim>{<38><49><49><61>}<delim>{<50><16><60><37>}<delim>{<61><15><71><44>}
toothbrush/test/good/006.png@#@<p>Anomalies</p> {<31><3><70><99>}<delim>{<46><13><54><53>}
toothbrush/test/good/007.png@#@<p>Anomalies</p> {<32><5><69><94>}<delim>{<30><2><68><100>}<delim>{<38><4><66><94>} <p>a toothbrush</p> {<32><5><69><94>} <p>red-blooded cells</p> {<32><5><69><94>}<delim>{<38><24><67><100>}
toothbrush/test/good/008.png@#@<p>Anomalies</p> {<30><5><71><99>}<delim>{<34><36><68><95>}
toothbrush/test/good/009.png@#@<p>Anomalies</p> {<31><4><70><95>}<delim>{<36><28><67><86>}<delim>{<40><63><55><88>}<delim>{<35><36><51><54>}
toothbrush/test/good/010.png@#@<p>Anomalies</p> {<32><5><69><98>}<delim>{<41><11><57><34>}
toothbrush/test/good/011.png@#@<p>Anomalies</p> {<32><5><69><100>}<delim>{<34><8><67><95>} <p>a toothbrush</p> {<32><5><69><100>} <p>white handle</p> {<32><4><70><98>} <p>white bristles</p> {<32><4><70><98>} <p>white flowers</p> {<32><4><70><98>}
transistor/test/bent_lead/000.png@#@<p>Anomalies</p> {<23><50><75><96>}<delim>{<33><14><72><59>}
transistor/test/bent_lead/001.png@#@<p>Anomalies</p> {<24><11><73><86>}
transistor/test/bent_lead/002.png@#@<p>Anomalies</p> {<19><20><74><84>}<delim>{<19><19><74><83>} <p>Anomalies</p> {<19><20><74><84>}<delim>{<19><19><74><83>}
transistor/test/bent_lead/003.png@#@<p>Anomalies</p> {<25><54><75><86>}<delim>{<0><9><16><31>}<delim>{<22><10><43><36>}<delim>{<44><14><75><85>}
transistor/test/bent_lead/004.png@#@<p>Anomalies</p> {<26><14><76><97>}<delim>{<28><35><65><47>} <p>an electronic component</p> {<26><14><76><97>}<delim>{<28><35><65><47>} <p>a black plastic body</p> {<26><14><76><97>}<delim>{<28><35><65><47>} <p>two silver wire-like legs</p> {<26><14><76><97>}<delim>{<28><35><65><47>} <p>two silver wire-like legs</p> {<26><14><76><97>}<delim>{<28><35><65><47>} <p>a black plastic body</p> {<26><14><76><97>}<delim>{<28><35><65><47>}
transistor/test/bent_lead/005.png@#@<p>Anomalies</p> {<11><55><76><90>}<delim>{<32><58><74><85>}<delim>{<63><38><66><44>}
transistor/test/bent_lead/006.png@#@<p>Anomalies</p> {<30><22><72><100>}
transistor/test/bent_lead/007.png@#@<p>Anomalies</p> {<26><17><73><91>}
transistor/test/bent_lead/008.png@#@<p>Anomalies</p> {<25><15><76><89>}
transistor/test/bent_lead/009.png@#@<p>Anomalies</p> {<20><63><78><100>}<delim>{<15><15><36><39>}
transistor/test/cut_lead/000.png@#@<p>Anomalies</p> {<1><3><98><100>} <p>an image of a black object</p> {<27><24><72><89>} with 2 silver leads on top and two more at the bottom
transistor/test/cut_lead/001.png@#@<p>Anomalies</p> {<25><17><72><90>}
transistor/test/cut_lead/002.png@#@<p>Anomalies</p> {<28><14><73><80>}
transistor/test/cut_lead/003.png@#@<p>Anomalies</p> {<26><21><70><65>}<delim>{<29><20><70><65>}<delim>{<40><58><73><89>}
transistor/test/cut_lead/004.png@#@<p>Anomalies</p> {<26><55><64><90>}<delim>{<63><12><72><21>} <p>a capacitor</p> {<27><12><70><65>} <p>a black component</p> {<27><12><70><65>} <p>a capacitor</p> {<27><12><70><65>} <p>a black component</p> {<27><12><70><65>}
transistor/test/cut_lead/005.png@#@<p>Anomalies</p> {<25><14><72><86>}
transistor/test/cut_lead/006.png@#@<p>Anomalies</p> {<28><22><73><89>}<delim>{<29><62><51><75>} <p>the pins</p> {<58><64><74><88>} <p>a yellow background</p> {<0><0><100><100>}
transistor/test/cut_lead/007.png@#@<p>Anomalies</p> {<29><18><74><77>}<delim>{<30><65><77><79>}
transistor/test/cut_lead/008.png@#@<p>Anomalies</p> {<25><13><70><89>}<delim>{<64><12><70><18>} <p>a black button</p> {<25><13><70><89>} with <p>one prong</p> {<25><13><70><89>} <p>the other end of the prongs</p> {<58><9><69><33>}
transistor/test/cut_lead/009.png@#@<p>Anomalies</p> {<23><11><79><86>}<delim>{<0><1><100><100>}
transistor/test/damaged_case/000.png@#@<p>Anomalies</p> {<24><14><73><62>} <p>a dark-colored, flat component</p> {<24><14><73><62>} <p>a brownish object</p> {<0><0><100><100>} with a small black hole <p>four screws</p> {<27><58><33><71>}<delim>{<48><59><55><70>}<delim>{<56><57><72><71>} <p>the back of the component</p> {<24><14><73><62>}
transistor/test/damaged_case/001.png@#@<p>Anomalies</p> {<0><1><100><100>}
transistor/test/damaged_case/002.png@#@<p>Anomalies</p> {<26><15><76><83>}
transistor/test/damaged_case/003.png@#@<p>Anomalies</p> {<26><18><72><84>} <p>the silicon chip</p> {<26><18><72><84>} <p>the pins</p> {<26><59><73><85>} <p>the trace</p> {<26><18><72><84>}
transistor/test/damaged_case/004.png@#@<p>Anomalies</p> {<27><21><73><85>}
transistor/test/damaged_case/005.png@#@<p>Anomalies</p> {<25><16><74><85>}
transistor/test/damaged_case/006.png@#@<p>Anomalies</p> {<26><15><74><83>} <p>Anomalies</p> {<26><15><74><83>}
transistor/test/damaged_case/007.png@#@<p>Anomalies</p> {<25><16><73><89>}
transistor/test/damaged_case/008.png@#@<p>Anomalies</p> {<24><13><71><86>}
transistor/test/damaged_case/009.png@#@<p>Anomalies</p> {<29><17><74><63>} <p>a broken transistor</p> {<29><17><74><63>} <p>black mark</p> {<35><18><71><32>} <p>chip</p> {<29><17><74><63>} <p>gray chip</p> {<29><17><74><63>} <p>black chip</p> {<29><17><74><63>}
transistor/test/good/000.png@#@<p>Anomalies</p> {<1><0><100><100>}
transistor/test/good/001.png@#@<p>Anomalies</p> {<25><8><76><87>}
transistor/test/good/002.png@#@<p>Anomalies</p> {<24><13><75><89>}
transistor/test/good/003.png@#@<p>Anomalies</p> {<26><13><73><58>}
transistor/test/good/004.png@#@<p>Anomalies</p> {<25><13><73><57>}
transistor/test/good/005.png@#@<p>Anomalies</p> {<27><17><74><87>}
transistor/test/good/006.png@#@<p>Anomalies</p> {<1><1><100><100>}
transistor/test/good/007.png@#@<p>Anomalies</p> {<25><13><74><88>} <p>an ic chip</p> {<25><13><74><88>}
transistor/test/good/008.png@#@<p>Anomalies</p> {<25><16><74><81>}
transistor/test/good/009.png@#@<p>Anomalies</p> {<26><18><75><84>}
transistor/test/good/010.png@#@<p>Anomalies</p> {<25><13><76><88>}
transistor/test/good/011.png@#@<p>Anomalies</p> {<25><14><73><89>}
transistor/test/good/012.png@#@<p>Anomalies</p> {<25><14><75><86>}
transistor/test/good/013.png@#@<p>Anomalies</p> {<25><14><76><85>}<delim>{<0><0><100><100>}
transistor/test/good/014.png@#@<p>Anomalies</p> {<26><15><73><89>}
transistor/test/good/015.png@#@<p>Anomalies</p> {<0><0><100><100>}
transistor/test/good/016.png@#@<p>Anomalies</p> {<27><16><73><85>}
transistor/test/good/017.png@#@<p>Anomalies</p> {<1><0><100><100>}
transistor/test/good/018.png@#@<p>Anomalies</p> {<26><17><76><84>}
transistor/test/good/019.png@#@<p>Anomalies</p> {<26><15><74><83>}
transistor/test/good/020.png@#@<p>Anomalies</p> {<32><64><51><78>}<delim>{<59><65><70><73>} <p>Anomalies</p> {<32><64><51><78>}<delim>{<59><65><70><73>}
transistor/test/good/021.png@#@<p>Anomalies</p> {<27><15><74><83>} <p>a transistor</p> {<27><15><74><83>}
transistor/test/good/022.png@#@<p>Anomalies</p> {<24><15><74><86>} {<24><15><74><86>}
transistor/test/good/023.png@#@<p>Anomalies</p> {<24><17><70><63>} <p>detection</p> {<24><17><70><63>}
transistor/test/good/024.png@#@<p>Anomalies</p> {<26><17><74><83>}<delim>{<0><5><100><99>}
transistor/test/good/025.png@#@<p>Anomalies</p> {<24><15><73><86>}
transistor/test/good/026.png@#@<p>Anomalies</p> {<23><13><74><85>}
transistor/test/good/027.png@#@<p>Anomalies</p> {<0><1><98><100>}
transistor/test/good/028.png@#@<p>Anomalies</p> {<27><18><74><65>}
transistor/test/good/029.png@#@<p>Anomalies</p> {<0><1><100><100>}
transistor/test/good/030.png@#@<p>Anomalies</p> {<25><17><74><83>}<delim>{<26><17><74><83>} <p>Anomalies</p> {<25><17><74><83>}<delim>{<26><17><74><83>}
transistor/test/good/031.png@#@<p>Anomalies</p> {<0><1><100><100>}
transistor/test/good/032.png@#@<p>Anomalies</p> {<26><15><73><82>}<delim>{<0><0><100><100>}
transistor/test/good/033.png@#@<p>Anomalies</p> {<23><15><74><87>} <p>a single component</p> {<23><15><74><87>}
transistor/test/good/034.png@#@<p>Anomalies</p> {<0><1><100><98>}
transistor/test/good/035.png@#@<p>Anomalies</p> {<26><15><71><80>}
transistor/test/good/036.png@#@<p>Anomalies</p> {<1><1><100><98>} <p>a tiny pink and brown circuit board</p> {<1><1><100><98>} with a black capacitor in the center of it
transistor/test/good/037.png@#@<p>Anomalies</p> {<27><18><77><92>}<delim>{<0><0><100><100>} <p>a black square object</p> {<30><16><76><65>} <p>an electronic component</p> {<27><18><77><92>}<delim>{<0><0><100><100>}
transistor/test/good/038.png@#@<p>Anomalies</p> {<27><18><76><90>}
transistor/test/good/039.png@#@<p>Anomalies</p> {<0><2><100><100>}
transistor/test/good/040.png@#@<p>Anomalies</p> {<29><17><75><78>} <p>a square-shaped metal object</p> {<30><16><75><84>} with two wire leads connected to it , the left lead has a bend in it and is touching a small metal piece at an angle
transistor/test/good/041.png@#@<p>Anomalies</p> {<25><16><74><88>}<delim>{<0><30><20><67>}<delim>{<66><9><79><20>} <p>a black component</p> {<25><16><74><88>} <p>a small, silver component</p> {<66><9><79><20>} <p>a small, black component</p> {<25><16><74><88>}
transistor/test/good/042.png@#@<p>Anomalies</p> {<25><16><73><89>}
transistor/test/good/043.png@#@<p>Anomalies</p> {<0><1><100><100>}
transistor/test/good/044.png@#@<p>Anomalies</p> {<28><20><76><85>}
transistor/test/good/045.png@#@<p>Anomalies</p> {<24><15><73><89>} <p>a black component</p> {<29><16><72><86>} on a brown background
transistor/test/good/046.png@#@<p>Anomalies</p> {<24><15><73><86>}
transistor/test/good/047.png@#@<p>Anomalies</p> {<27><14><76><89>} <p>a black electronic component</p> {<30><14><76><89>} on a brown board
transistor/test/good/048.png@#@<p>Anomalies</p> {<26><15><76><89>}
transistor/test/good/049.png@#@<p>Anomalies</p> {<0><1><100><100>} <p>a small, black thing</p> {<27><14><75><89>} with many tiny silver wires coming out of it
transistor/test/good/050.png@#@<p>Anomalies</p> {<24><13><76><58>}
transistor/test/good/051.png@#@<p>Anomalies</p> {<24><17><76><85>}
transistor/test/good/052.png@#@<p>Anomalies</p> {<26><14><75><88>}
transistor/test/good/053.png@#@<p>Anomalies</p> {<27><13><76><88>}
transistor/test/good/054.png@#@<p>Anomalies</p> {<25><18><70><90>} <p>a red detection sensor</p> {<25><18><70><90>} <p>a black capacitor</p> {<25><18><70><90>} <p>the detection</p> {<25><18><70><90>}
transistor/test/good/055.png@#@<p>Anomalies</p> {<0><0><100><100>}
transistor/test/good/056.png@#@<p>Anomalies</p> {<26><14><75><83>}<delim>{<0><10><18><33>} <p>electric component</p> {<26><14><75><83>}
transistor/test/good/057.png@#@<p>Anomalies</p> {<25><15><74><86>}
transistor/test/good/058.png@#@<p>Anomalies</p> {<25><18><75><90>}<delim>{<63><64><75><88>}
transistor/test/good/059.png@#@<p>Anomalies</p> {<25><18><71><69>}
transistor/test/misplaced/000.png@#@<p>Anomalies</p> {<19><15><67><89>}
transistor/test/misplaced/001.png@#@<p>Anomalies</p> {<27><10><93><96>} <p>a single-polarity high-current flip-flop</p> {<27><10><93><96>} with an input
transistor/test/misplaced/002.png@#@<p>Anomalies</p> {<0><38><11><65>}<delim>{<19><54><34><72>}<delim>{<25><55><38><68>}<delim>{<41><10><56><31>}
transistor/test/misplaced/003.png@#@<p>Anomalies</p> {<43><54><57><80>}<delim>{<21><34><35><53>}<delim>{<68><9><81><28>}<delim>{<0><30><10><49>}
transistor/test/misplaced/004.png@#@<p>Anomalies</p> {<24><13><76><86>}
transistor/test/misplaced/005.png@#@<p>Anomalies</p> {<26><40><93><87>}
transistor/test/misplaced/006.png@#@<p>Anomalies</p> {<32><45><62><71>}<delim>{<0><45><16><69>}<delim>{<64><68><78><86>}
transistor/test/misplaced/007.png@#@<p>Anomalies</p> {<1><13><85><100>}
transistor/test/misplaced/008.png@#@<p>Anomalies</p> {<1><0><99><100>}
transistor/test/misplaced/009.png@#@<p>Anomalies</p> {<15><2><79><90>}
wood/test/color/000.png@#@<p>Anomalies</p> {<23><61><37><74>}<delim>{<63><34><71><40>}
wood/test/color/001.png@#@<p>Anomalies</p> {<63><10><78><29>}<delim>{<28><35><54><53>}
wood/test/color/002.png@#@<p>Anomalies</p> {<25><34><56><56>}<delim>{<26><30><57><56>}
wood/test/color/003.png@#@<p>Anomalies</p> {<40><23><45><30>}<delim>{<67><24><73><31>}<delim>{<8><29><18><41>}
wood/test/color/004.png@#@<p>Anomalies</p> {<23><43><32><51>}<delim>{<70><56><83><84>}
wood/test/color/005.png@#@<p>Anomalies</p> {<40><73><52><81>}<delim>{<73><36><82><53>}<delim>{<25><20><33><35>}<delim>{<25><17><32><29>}
wood/test/color/006.png@#@<p>Anomalies</p> {<15><23><44><50>}<delim>{<58><69><73><86>}
wood/test/color/007.png@#@<p>Anomalies</p> {<38><15><49><32>}<delim>{<64><63><79><87>}<delim>{<40><16><48><24>}<delim>{<40><16><51><31>}
wood/test/combined/000.png@#@<p>Anomalies</p> {<32><28><61><70>}<delim>{<41><28><59><68>}
wood/test/combined/001.png@#@<p>Anomalies</p> {<53><56><62><71>}<delim>{<19><30><32><48>}<delim>{<24><32><31><48>}
wood/test/combined/002.png@#@<p>Anomalies</p> {<17><27><25><36>}<delim>{<16><26><24><36>}<delim>{<20><28><27><39>}<delim>{<17><27><26><37>}<delim>{<20><28><26><37>}
wood/test/combined/003.png@#@<p>Anomalies</p> {<10><73><20><82>}<delim>{<56><69><69><84>}<delim>{<29><47><39><54>}<delim>{<29><74><37><81>}<delim>{<54><72><69><85>}
wood/test/combined/004.png@#@<p>Anomalies</p> {<32><28><56><49>}<delim>{<31><30><47><47>}<delim>{<31><26><47><47>}
wood/test/combined/005.png@#@<p>Anomalies</p> {<12><39><25><52>}<delim>{<34><74><44><80>}<delim>{<50><8><58><20>}
wood/test/combined/006.png@#@<p>Anomalies</p> {<39><47><71><67>}<delim>{<74><29><90><45>}<delim>{<48><41><70><67>}
wood/test/combined/007.png@#@<p>Anomalies</p> {<16><47><37><77>}<delim>{<72><50><89><64>}
wood/test/combined/008.png@#@<p>Anomalies</p> {<27><54><39><69>}<delim>{<67><25><87><45>}<delim>{<1><15><13><25>}<delim>{<30><55><39><70>}
wood/test/combined/009.png@#@<p>Anomalies</p> {<78><19><84><27>}<delim>{<16><75><30><90>}<delim>{<78><19><84><27>}
wood/test/combined/010.png@#@<p>Anomalies</p> {<13><35><37><54>}<delim>{<70><42><86><59>}<delim>{<39><74><53><90>}
wood/test/good/000.png@#@<p>Anomalies</p> {<1><1><100><100>}
wood/test/good/001.png@#@<p>Anomalies</p> {<1><1><99><100>}
wood/test/good/002.png@#@<p>Anomalies</p> {<1><1><100><100>}
wood/test/good/003.png@#@<p>Anomalies</p> {<1><1><98><98>}
wood/test/good/004.png@#@<p>Anomalies</p> {<1><0><100><98>}
wood/test/good/005.png@#@<p>Anomalies</p> {<1><2><100><98>}
wood/test/good/006.png@#@<p>Anomalies</p> {<0><1><100><100>}
wood/test/good/007.png@#@<p>Anomalies</p> {<1><0><100><100>}
wood/test/good/008.png@#@<p>Anomalies</p> {<1><2><100><98>}
wood/test/good/009.png@#@<p>Anomalies</p> {<1><44><10><98>}<delim>{<25><60><33><78>}<delim>{<41><65><49><85>}
wood/test/good/010.png@#@<p>Anomalies</p> {<1><0><100><100>}<delim>{<13><64><20><85>}
wood/test/good/011.png@#@<p>Anomalies</p> {<2><45><13><56>}<delim>{<28><30><35><49>}<delim>{<27><59><32><67>}<delim>{<25><55><30><69>}
wood/test/good/012.png@#@<p>Anomalies</p> {<1><2><100><98>}
wood/test/good/013.png@#@<p>Anomalies</p> {<1><2><100><100>}
wood/test/good/014.png@#@<p>Anomalies</p> {<1><2><100><100>}
wood/test/good/015.png@#@<p>Anomalies</p> {<2><15><48><70>}<delim>{<59><53><63><62>}
wood/test/good/016.png@#@<p>Anomalies</p> {<1><36><12><73>}<delim>{<51><18><65><34>}
wood/test/good/017.png@#@<p>Anomalies</p> {<0><0><100><100>}
wood/test/good/018.png@#@<p>Anomalies</p> {<1><36><24><58>}<delim>{<62><29><71><46>}<delim>{<36><10><51><42>}<delim>{<29><14><38><46>}
wood/test/hole/000.png@#@<p>Anomalies</p> {<24><23><36><48>}<delim>{<25><24><37><49>}
wood/test/hole/001.png@#@<p>Anomalies</p> {<64><67><72><81>}<delim>{<23><32><31><44>}<delim>{<65><67><71><81>}
wood/test/hole/002.png@#@<p>Anomalies</p> {<36><20><45><71>}<delim>{<56><20><66><69>}<delim>{<40><20><53><69>}
wood/test/hole/003.png@#@<p>Anomalies</p> {<73><54><82><66>}<delim>{<15><10><41><27>}<delim>{<30><14><41><28>}
wood/test/hole/004.png@#@<p>Anomalies</p> {<12><15><23><27>}<delim>{<21><17><29><27>}<delim>{<55><23><64><48>}
wood/test/hole/005.png@#@<p>Anomalies</p> {<42><26><49><86>}<delim>{<37><16><43><90>}<delim>{<40><59><52><82>}<delim>{<30><64><40><97>}
wood/test/hole/006.png@#@<p>Anomalies</p> {<16><25><25><34>}<delim>{<40><49><49><85>}<delim>{<32><48><38><82>}<delim>{<37><79><44><92>}<delim>{<35><74><39><92>}
wood/test/hole/007.png@#@<p>Anomalies</p> {<26><17><35><30>}<delim>{<67><45><73><58>}
wood/test/hole/008.png@#@<p>Anomalies</p> {<22><27><30><40>}<delim>{<25><28><31><41>}
wood/test/hole/009.png@#@<p>Anomalies</p> {<14><22><24><31>}
wood/test/liquid/000.png@#@<p>Anomalies</p> {<28><49><47><65>}<delim>{<31><49><47><65>}
wood/test/liquid/001.png@#@<p>Anomalies</p> {<15><29><98><53>}<delim>{<34><30><99><53>}
wood/test/liquid/002.png@#@<p>Anomalies</p> {<14><28><32><43>}<delim>{<69><15><84><42>}<delim>{<27><69><48><89>}
wood/test/liquid/003.png@#@<p>Anomalies</p> {<21><63><35><77>}<delim>{<56><54><68><70>}<delim>{<23><63><36><83>}<delim>{<57><53><69><70>}<delim>{<21><64><37><77>}
wood/test/liquid/004.png@#@<p>Anomalies</p> {<41><25><50><39>}<delim>{<73><58><82><70>}<delim>{<51><27><60><39>}<delim>{<85><61><91><74>}
wood/test/liquid/005.png@#@<p>Anomalies</p> {<27><49><46><81>}<delim>{<63><25><81><50>}<delim>{<63><24><81><46>}
wood/test/liquid/006.png@#@<p>Anomalies</p> {<16><56><48><85>}
wood/test/liquid/007.png@#@<p>Anomalies</p> {<39><37><68><57>}
wood/test/liquid/008.png@#@<p>Anomalies</p> {<36><28><94><65>}<delim>{<36><28><94><65>} <p>a brown stain</p> {<36><28><94><65>} <p>a brown stain</p> {<36><28><94><65>}
wood/test/liquid/009.png@#@<p>Anomalies</p> {<32><41><58><64>}<delim>{<0><40><24><55>}
wood/test/scratch/000.png@#@<p>Anomalies</p> {<15><39><42><67>}
wood/test/scratch/001.png@#@<p>Anomalies</p> {<60><55><63><61>}<delim>{<79><65><84><72>}<delim>{<17><36><23><44>}
wood/test/scratch/002.png@#@<p>Anomalies</p> {<0><38><79><72>}
wood/test/scratch/003.png@#@<p>Anomalies</p> {<34><19><50><37>}<delim>{<81><22><92><40>}
wood/test/scratch/004.png@#@<p>Anomalies</p> {<31><40><58><83>}<delim>{<54><27><89><46>}
wood/test/scratch/005.png@#@<p>Anomalies</p> {<1><3><45><99>}<delim>{<25><27><37><55>}
wood/test/scratch/006.png@#@<p>Anomalies</p> {<1><26><31><44>}<delim>{<39><40><55><72>}<delim>{<15><38><26><58>}
wood/test/scratch/007.png@#@<p>Anomalies</p> {<18><7><89><58>}
wood/test/scratch/008.png@#@<p>Anomalies</p> {<2><54><60><100>}
wood/test/scratch/009.png@#@<p>Anomalies</p> {<61><53><99><66>}<delim>{<20><40><37><84>}<delim>{<31><41><38><82>}<delim>{<21><40><36><80>}
wood/test/scratch/010.png@#@<p>Anomalies</p> {<0><25><31><98>}<delim>{<24><9><78><39>}
wood/test/scratch/011.png@#@<p>Anomalies</p> {<75><26><100><60>}<delim>{<1><34><17><61>}
wood/test/scratch/012.png@#@<p>Anomalies</p> {<27><15><54><39>}<delim>{<63><58><81><82>}
wood/test/scratch/013.png@#@<p>Anomalies</p> {<19><36><41><43>}<delim>{<71><35><84><44>}
wood/test/scratch/014.png@#@<p>Anomalies</p> {<18><34><34><56>}<delim>{<20><36><34><57>}<delim>{<59><48><76><70>}
wood/test/scratch/015.png@#@<p>Anomalies</p> {<46><65><63><72>}<delim>{<19><27><33><40>}<delim>{<24><28><34><41>}
wood/test/scratch/016.png@#@<p>Anomalies</p> {<51><14><76><99>}<delim>{<82><60><94><99>}<delim>{<36><19><44><99>}<delim>{<20><23><32><98>}
wood/test/scratch/017.png@#@<p>Anomalies</p> {<65><54><81><74>}<delim>{<35><12><48><29>}<delim>{<11><69><19><79>}<delim>{<63><54><82><80>}
wood/test/scratch/018.png@#@<p>Anomalies</p> {<0><25><27><51>}
wood/test/scratch/019.png@#@<p>Anomalies</p> {<0><1><100><100>}
wood/test/scratch/020.png@#@<p>Anomalies</p> {<59><54><78><67>}<delim>{<21><73><29><89>}
zipper/test/broken_teeth/000.png@#@<p>Anomalies</p> {<34><0><61><100>}<delim>{<9><0><52><100>}
zipper/test/broken_teeth/001.png@#@<p>Anomalies</p> {<8><0><93><100>}
zipper/test/broken_teeth/002.png@#@<p>Anomalies</p> {<43><0><59><100>}<delim>{<86><19><94><34>}
zipper/test/broken_teeth/003.png@#@<p>Anomalies</p> {<41><15><60><45>}<delim>{<37><31><60><99>}
zipper/test/broken_teeth/004.png@#@<p>Anomalies</p> {<41><0><60><100>}
zipper/test/broken_teeth/005.png@#@<p>Anomalies</p> {<7><1><93><100>}
zipper/test/broken_teeth/006.png@#@<p>Anomalies</p> {<40><0><58><100>}<delim>{<39><67><59><100>}<delim>{<9><10><33><30>}<delim>{<51><1><60><25>}
zipper/test/broken_teeth/007.png@#@<p>Anomalies</p> {<11><0><90><100>}
zipper/test/broken_teeth/008.png@#@<p>Anomalies</p> {<38><0><61><100>}<delim>{<47><0><57><60>}
zipper/test/broken_teeth/009.png@#@<p>Anomalies</p> {<41><15><60><69>}
zipper/test/broken_teeth/010.png@#@<p>Anomalies</p> {<9><0><91><100>}
zipper/test/broken_teeth/011.png@#@<p>Anomalies</p> {<41><0><59><100>}
zipper/test/broken_teeth/012.png@#@<p>Anomalies</p> {<9><1><91><100>}
zipper/test/broken_teeth/013.png@#@<p>Anomalies</p> {<37><85><64><99>}<delim>{<12><0><89><99>}
zipper/test/broken_teeth/014.png@#@<p>Anomalies</p> {<9><0><91><100>}
zipper/test/broken_teeth/015.png@#@<p>Anomalies</p> {<7><0><90><100>}
zipper/test/broken_teeth/016.png@#@<p>Anomalies</p> {<43><1><58><10>}<delim>{<62><0><71><10>}<delim>{<80><0><90><10>}
zipper/test/broken_teeth/017.png@#@<p>Anomalies</p> {<39><14><58><19>}<delim>{<47><24><56><31>}<delim>{<13><14><19><19>}<delim>{<47><25><57><30>}<delim>{<12><38><19><45>}
zipper/test/broken_teeth/018.png@#@<p>Anomalies</p> {<38><24><60><100>}<delim>{<49><71><59><85>}
zipper/test/combined/000.png@#@<p>Anomalies</p> {<39><0><62><100>}
zipper/test/combined/001.png@#@<p>Anomalies</p> {<37><1><62><100>}<delim>{<7><0><91><100>}
zipper/test/combined/002.png@#@<p>Anomalies</p> {<10><1><91><100>}
zipper/test/combined/003.png@#@<p>Anomalies</p> {<47><16><59><26>}<delim>{<82><49><93><59>}
zipper/test/combined/004.png@#@<p>Anomalies</p> {<41><23><58><68>}<delim>{<37><94><56><100>}<delim>{<50><22><61><36>}
zipper/test/combined/005.png@#@<p>Anomalies</p> {<9><10><90><100>}
zipper/test/combined/006.png@#@<p>Anomalies</p> {<41><22><58><73>}<delim>{<60><56><69><72>}<delim>{<9><43><30><60>}
zipper/test/combined/007.png@#@<p>Anomalies</p> {<10><1><93><100>}
zipper/test/combined/008.png@#@<p>Anomalies</p> {<9><0><92><100>}
